SKU,MaterialName,Category,Supplier,UnitPrice,StockQty,Status,UpdatedAt
SKU-000706,Material1706,Component,Acme Corp,48.12,942,Pending,2026-05-18
SKU-000707,Material1707,Packaging,Umbrella,49.49,949,Backorder,2026-06-02
SKU-000708,Material1708,Fixture,Acme Corp,50.86,956,Active,2026-01-13
SKU-000709,Material1709,Consumable,Umbrella,52.23,963,Discontinued,2026-02-24
SKU-000710,Material1710,Raw Material,Acme Corp,53.60,970,Pending,2026-03-08
SKU-000711,Material1711,Component,Umbrella,54.97,977,Backorder,2026-04-19
SKU-000712,Material1712,Packaging,Acme Corp,56.34,984,Active,2026-05-03
SKU-000713,Material1713,Fixture,Umbrella,57.71,991,Discontinued,2026-06-14
SKU-000714,Material1714,Consumable,Acme Corp,10.18,998,Pending,2026-01-25
SKU-000715,Material1715,Raw Material,Umbrella,11.55,1005,Backorder,2026-02-09
SKU-000716,Material1716,Component,Acme Corp,12.92,1012,Active,2026-03-20
SKU-000717,Material1717,Packaging,Umbrella,14.29,1019,Discontinued,2026-04-04
SKU-000718,Material1718,Fixture,Acme Corp,15.66,1026,Pending,2026-05-15
SKU-000719,Material1719,Consumable,Umbrella,17.03,1033,Backorder,2026-06-26
SKU-000720,Material1720,Raw Material,Acme Corp,18.40,1040,Active,2026-01-10
SKU-000721,Material1721,Component,Umbrella,19.77,1047,Discontinued,2026-02-21
SKU-000722,Material1722,Packaging,Acme Corp,21.14,1054,Pending,2026-03-05
SKU-000723,Material1723,Fixture,Umbrella,22.51,1061,Backorder,2026-04-16
SKU-000724,Material1724,Consumable,Acme Corp,23.88,1068,Active,2026-05-27
SKU-000725,Material1725,Raw Material,Umbrella,25.25,1075,Discontinued,2026-06-11
SKU-000726,Material1726,Component,Acme Corp,26.62,1082,Pending,2026-01-22
SKU-000727,Material1727,Packaging,Umbrella,27.99,1089,Backorder,2026-02-06
SKU-000728,Material1728,Fixture,Acme Corp,29.36,1096,Active,2026-03-17
SKU-000729,Material1729,Consumable,Umbrella,30.73,1103,Discontinued,2026-04-01
SKU-000730,Material1730,Raw Material,Acme Corp,32.10,1110,Pending,2026-05-12
SKU-000731,Material1731,Component,Umbrella,33.47,1117,Backorder,2026-06-23
SKU-000732,Material1732,Packaging,Acme Corp,34.84,1124,Active,2026-01-07
SKU-000733,Material1733,Fixture,Umbrella,36.21,1131,Discontinued,2026-02-18
SKU-000734,Material1734,Consumable,Acme Corp,37.58,1138,Pending,2026-03-02
SKU-000735,Material1735,Raw Material,Umbrella,38.95,1145,Backorder,2026-04-13
SKU-000736,Material1736,Component,Acme Corp,40.32,1152,Active,2026-05-24
SKU-000737,Material1737,Packaging,Umbrella,41.69,1159,Discontinued,2026-06-08
SKU-000738,Material1738,Fixture,Acme Corp,43.06,1166,Pending,2026-01-19
SKU-000739,Material1739,Consumable,Umbrella,44.43,1173,Backorder,2026-02-03
SKU-000740,Material1740,Raw Material,Acme Corp,45.80,1180,Active,2026-03-14
SKU-000741,Material1741,Component,Umbrella,47.17,1187,Discontinued,2026-04-25
SKU-000742,Material1742,Packaging,Acme Corp,48.54,1194,Pending,2026-05-09
SKU-000743,Material1743,Fixture,Umbrella,49.91,1201,Backorder,2026-06-20
SKU-000744,Material1744,Consumable,Acme Corp,51.28,1208,Active,2026-01-04
SKU-000745,Material1745,Raw Material,Umbrella,52.65,1215,Discontinued,2026-02-15
SKU-000746,Material1746,Component,Acme Corp,54.02,1222,Pending,2026-03-26
SKU-000747,Material1747,Packaging,Umbrella,55.39,1229,Backorder,2026-04-10
SKU-000748,Material1748,Fixture,Acme Corp,56.76,1236,Active,2026-05-21
SKU-000749,Material1749,Consumable,Umbrella,58.13,1243,Discontinued,2026-06-05
SKU-000750,Material1750,Raw Material,Acme Corp,10.60,1250,Pending,2026-01-16
SKU-000751,Material1751,Component,Umbrella,11.97,1257,Backorder,2026-02-27
SKU-000752,Material1752,Packaging,Acme Corp,13.34,1264,Active,2026-03-11
SKU-000753,Material1753,Fixture,Umbrella,14.71,1271,Discontinued,2026-04-22
SKU-000754,Material1754,Consumable,Acme Corp,16.08,1278,Pending,2026-05-06
SKU-000755,Material1755,Raw Material,Umbrella,17.45,1285,Backorder,2026-06-17
SKU-000756,Material1756,Component,Acme Corp,18.82,1292,Active,2026-01-01
SKU-000757,Material1757,Packaging,Umbrella,20.19,1299,Discontinued,2026-02-12
SKU-000758,Material1758,Fixture,Acme Corp,21.56,1306,Pending,2026-03-23
SKU-000759,Material1759,Consumable,Umbrella,22.93,1313,Backorder,2026-04-07
SKU-000760,Material1760,Raw Material,Acme Corp,24.30,1320,Active,2026-05-18
SKU-000761,Material1761,Component,Umbrella,25.67,1327,Discontinued,2026-06-02
SKU-000762,Material1762,Packaging,Acme Corp,27.04,1334,Pending,2026-01-13
SKU-000763,Material1763,Fixture,Umbrella,28.41,1341,Backorder,2026-02-24
SKU-000764,Material1764,Consumable,Acme Corp,29.78,1348,Active,2026-03-08
SKU-000765,Material1765,Raw Material,Umbrella,31.15,1355,Discontinued,2026-04-19
SKU-000766,Material1766,Component,Acme Corp,32.52,1362,Pending,2026-05-03
SKU-000767,Material1767,Packaging,Umbrella,33.89,1369,Backorder,2026-06-14
SKU-000768,Material1768,Fixture,Acme Corp,35.26,1376,Active,2026-01-25
SKU-000769,Material1769,Consumable,Umbrella,36.63,1383,Discontinued,2026-02-09
SKU-000770,Material1770,Raw Material,Acme Corp,38.00,1390,Pending,2026-03-20
SKU-000771,Material1771,Component,Umbrella,39.37,1397,Backorder,2026-04-04
SKU-000772,Material1772,Packaging,Acme Corp,40.74,1404,Active,2026-05-15
SKU-000773,Material1773,Fixture,Umbrella,42.11,1411,Discontinued,2026-06-26
SKU-000774,Material1774,Consumable,Acme Corp,43.48,1418,Pending,2026-01-10
SKU-000775,Material1775,Raw Material,Umbrella,44.85,1425,Backorder,2026-02-21
SKU-000776,Material1776,Component,Acme Corp,46.22,1432,Active,2026-03-05
SKU-000777,Material1777,Packaging,Umbrella,47.59,1439,Discontinued,2026-04-16
SKU-000778,Material1778,Fixture,Acme Corp,48.96,1446,Pending,2026-05-27
SKU-000779,Material1779,Consumable,Umbrella,50.33,1453,Backorder,2026-06-11
SKU-000780,Material1780,Raw Material,Acme Corp,51.70,1460,Active,2026-01-22
SKU-000781,Material1781,Component,Umbrella,53.07,1467,Discontinued,2026-02-06
SKU-000782,Material1782,Packaging,Acme Corp,54.44,1474,Pending,2026-03-17
SKU-000783,Material1783,Fixture,Umbrella,55.81,1481,Backorder,2026-04-01
SKU-000784,Material1784,Consumable,Acme Corp,57.18,1488,Active,2026-05-12
SKU-000785,Material1785,Raw Material,Umbrella,58.55,1495,Discontinued,2026-06-23
SKU-000786,Material1786,Component,Acme Corp,11.02,1502,Pending,2026-01-07
SKU-000787,Material1787,Packaging,Umbrella,12.39,1509,Backorder,2026-02-18
SKU-000788,Material1788,Fixture,Acme Corp,13.76,1516,Active,2026-03-02
SKU-000789,Material1789,Consumable,Umbrella,15.13,1523,Discontinued,2026-04-13
SKU-000790,Material1790,Raw Material,Acme Corp,16.50,1530,Pending,2026-05-24
SKU-000791,Material1791,Component,Umbrella,17.87,1537,Backorder,2026-06-08
SKU-000792,Material1792,Packaging,Acme Corp,19.24,1544,Active,2026-01-19
SKU-000793,Material1793,Fixture,Umbrella,20.61,1551,Discontinued,2026-02-03
SKU-000794,Material1794,Consumable,Acme Corp,21.98,1558,Pending,2026-03-14
SKU-000795,Material1795,Raw Material,Umbrella,23.35,1565,Backorder,2026-04-25
SKU-000796,Material1796,Component,Acme Corp,24.72,1572,Active,2026-05-09
SKU-000797,Material1797,Packaging,Umbrella,26.09,1579,Discontinued,2026-06-20
SKU-000798,Material1798,Fixture,Acme Corp,27.46,1586,Pending,2026-01-04
SKU-000799,Material1799,Consumable,Umbrella,28.83,1593,Backorder,2026-02-15
SKU-000800,Material1800,Raw Material,Acme Corp,30.20,1600,Active,2026-03-26
SKU-000801,Material1801,Component,Umbrella,31.57,1607,Discontinued,2026-04-10
SKU-000802,Material1802,Packaging,Acme Corp,32.94,1614,Pending,2026-05-21
SKU-000803,Material1803,Fixture,Umbrella,34.31,1621,Backorder,2026-06-05
SKU-000804,Material1804,Consumable,Acme Corp,35.68,1628,Active,2026-01-16
SKU-000805,Material1805,Raw Material,Umbrella,37.05,1635,Discontinued,2026-02-27
SKU-000806,Material1806,Component,Acme Corp,38.42,1642,Pending,2026-03-11
SKU-000807,Material1807,Packaging,Umbrella,39.79,1649,Backorder,2026-04-22
SKU-000808,Material1808,Fixture,Acme Corp,41.16,1656,Active,2026-05-06
SKU-000809,Material1809,Consumable,Umbrella,42.53,1663,Discontinued,2026-06-17
SKU-000810,Material1810,Raw Material,Acme Corp,43.90,1670,Pending,2026-01-01
SKU-000811,Material1811,Component,Umbrella,45.27,1677,Backorder,2026-02-12
SKU-000812,Material1812,Packaging,Acme Corp,46.64,1684,Active,2026-03-23
SKU-000813,Material1813,Fixture,Umbrella,48.01,1691,Discontinued,2026-04-07
SKU-000814,Material1814,Consumable,Acme Corp,49.38,1698,Pending,2026-05-18
SKU-000815,Material1815,Raw Material,Umbrella,50.75,1705,Backorder,2026-06-02
SKU-000816,Material1816,Component,Acme Corp,52.12,1712,Active,2026-01-13
SKU-000817,Material1817,Packaging,Umbrella,53.49,1719,Discontinued,2026-02-24
SKU-000818,Material1818,Fixture,Acme Corp,54.86,1726,Pending,2026-03-08
SKU-000819,Material1819,Consumable,Umbrella,56.23,1733,Backorder,2026-04-19
SKU-000820,Material1820,Raw Material,Acme Corp,57.60,1740,Active,2026-05-03
SKU-000821,Material1821,Component,Umbrella,10.07,1747,Discontinued,2026-06-14
SKU-000822,Material1822,Packaging,Acme Corp,11.44,1754,Pending,2026-01-25
SKU-000823,Material1823,Fixture,Umbrella,12.81,1761,Backorder,2026-02-09
SKU-000824,Material1824,Consumable,Acme Corp,14.18,1768,Active,2026-03-20
SKU-000825,Material1825,Raw Material,Umbrella,15.55,1775,Discontinued,2026-04-04
SKU-000826,Material1826,Component,Acme Corp,16.92,1782,Pending,2026-05-15
SKU-000827,Material1827,Packaging,Umbrella,18.29,1789,Backorder,2026-06-26
SKU-000828,Material1828,Fixture,Acme Corp,19.66,1796,Active,2026-01-10
SKU-000829,Material1829,Consumable,Umbrella,21.03,1803,Discontinued,2026-02-21
SKU-000830,Material1830,Raw Material,Acme Corp,22.40,1810,Pending,2026-03-05
SKU-000831,Material1831,Component,Umbrella,23.77,1817,Backorder,2026-04-16
SKU-000832,Material1832,Packaging,Acme Corp,25.14,1824,Active,2026-05-27
SKU-000833,Material1833,Fixture,Umbrella,26.51,1831,Discontinued,2026-06-11
SKU-000834,Material1834,Consumable,Acme Corp,27.88,1838,Pending,2026-01-22
SKU-000835,Material1835,Raw Material,Umbrella,29.25,1845,Backorder,2026-02-06
SKU-000836,Material1836,Component,Acme Corp,30.62,1852,Active,2026-03-17
SKU-000837,Material1837,Packaging,Umbrella,31.99,1859,Discontinued,2026-04-01
SKU-000838,Material1838,Fixture,Acme Corp,33.36,1866,Pending,2026-05-12
SKU-000839,Material1839,Consumable,Umbrella,34.73,1873,Backorder,2026-06-23
SKU-000840,Material1840,Raw Material,Acme Corp,36.10,1880,Active,2026-01-07
SKU-000841,Material1841,Component,Umbrella,37.47,1887,Discontinued,2026-02-18
SKU-000842,Material1842,Packaging,Acme Corp,38.84,1894,Pending,2026-03-02
SKU-000843,Material1843,Fixture,Umbrella,40.21,1901,Backorder,2026-04-13
SKU-000844,Material1844,Consumable,Acme Corp,41.58,1908,Active,2026-05-24
SKU-000845,Material1845,Raw Material,Umbrella,42.95,1915,Discontinued,2026-06-08
SKU-000846,Material1846,Component,Acme Corp,44.32,1922,Pending,2026-01-19
SKU-000847,Material1847,Packaging,Umbrella,45.69,1929,Backorder,2026-02-03
SKU-000848,Material1848,Fixture,Acme Corp,47.06,1936,Active,2026-03-14
SKU-000849,Material1849,Consumable,Umbrella,48.43,1943,Discontinued,2026-04-25
SKU-000850,Material1850,Raw Material,Acme Corp,49.80,1950,Pending,2026-05-09
SKU-000851,Material1851,Component,Umbrella,51.17,1957,Backorder,2026-06-20
SKU-000852,Material1852,Packaging,Acme Corp,52.54,1964,Active,2026-01-04
SKU-000853,Material1853,Fixture,Umbrella,53.91,1971,Discontinued,2026-02-15
SKU-000854,Material1854,Consumable,Acme Corp,55.28,1978,Pending,2026-03-26
SKU-000855,Material1855,Raw Material,Umbrella,56.65,1985,Backorder,2026-04-10
SKU-000856,Material1856,Component,Acme Corp,58.02,1992,Active,2026-05-21
SKU-000857,Material1857,Packaging,Umbrella,10.49,1999,Discontinued,2026-06-05
SKU-000858,Material1858,Fixture,Acme Corp,11.86,6,Pending,2026-01-16
SKU-000859,Material1859,Consumable,Umbrella,13.23,13,Backorder,2026-02-27
SKU-000860,Material1860,Raw Material,Acme Corp,14.60,20,Active,2026-03-11
SKU-000861,Material1861,Component,Umbrella,15.97,27,Discontinued,2026-04-22
SKU-000862,Material1862,Packaging,Acme Corp,17.34,34,Pending,2026-05-06
SKU-000863,Material1863,Fixture,Umbrella,18.71,41,Backorder,2026-06-17
SKU-000864,Material1864,Consumable,Acme Corp,20.08,48,Active,2026-01-01
SKU-000865,Material1865,Raw Material,Umbrella,21.45,55,Discontinued,2026-02-12
SKU-000866,Material1866,Component,Acme Corp,22.82,62,Pending,2026-03-23
SKU-000867,Material1867,Packaging,Umbrella,24.19,69,Backorder,2026-04-07
SKU-000868,Material1868,Fixture,Acme Corp,25.56,76,Active,2026-05-18
SKU-000869,Material1869,Consumable,Umbrella,26.93,83,Discontinued,2026-06-02
SKU-000870,Material1870,Raw Material,Acme Corp,28.30,90,Pending,2026-01-13
SKU-000871,Material1871,Component,Umbrella,29.67,97,Backorder,2026-02-24
SKU-000872,Material1872,Packaging,Acme Corp,31.04,104,Active,2026-03-08
SKU-000873,Material1873,Fixture,Umbrella,32.41,111,Discontinued,2026-04-19
SKU-000874,Material1874,Consumable,Acme Corp,33.78,118,Pending,2026-05-03
SKU-000875,Material1875,Raw Material,Umbrella,35.15,125,Backorder,2026-06-14
SKU-000876,Material1876,Component,Acme Corp,36.52,132,Active,2026-01-25
SKU-000877,Material1877,Packaging,Umbrella,37.89,139,Discontinued,2026-02-09
SKU-000878,Material1878,Fixture,Acme Corp,39.26,146,Pending,2026-03-20
SKU-000879,Material1879,Consumable,Umbrella,40.63,153,Backorder,2026-04-04
SKU-000880,Material1880,Raw Material,Acme Corp,42.00,160,Active,2026-05-15
SKU-000881,Material1881,Component,Umbrella,43.37,167,Discontinued,2026-06-26
SKU-000882,Material1882,Packaging,Acme Corp,44.74,174,Pending,2026-01-10
SKU-000883,Material1883,Fixture,Umbrella,46.11,181,Backorder,2026-02-21
SKU-000884,Material1884,Consumable,Acme Corp,47.48,188,Active,2026-03-05
SKU-000885,Material1885,Raw Material,Umbrella,48.85,195,Discontinued,2026-04-16
SKU-000886,Material1886,Component,Acme Corp,50.22,202,Pending,2026-05-27
SKU-000887,Material1887,Packaging,Umbrella,51.59,209,Backorder,2026-06-11
SKU-000888,Material1888,Fixture,Acme Corp,52.96,216,Active,2026-01-22
SKU-000889,Material1889,Consumable,Umbrella,54.33,223,Discontinued,2026-02-06
SKU-000890,Material1890,Raw Material,Acme Corp,55.70,230,Pending,2026-03-17
SKU-000891,Material1891,Component,Umbrella,57.07,237,Backorder,2026-04-01
SKU-000892,Material1892,Packaging,Acme Corp,58.44,244,Active,2026-05-12
SKU-000893,Material1893,Fixture,Umbrella,10.91,251,Discontinued,2026-06-23
SKU-000894,Material1894,Consumable,Acme Corp,12.28,258,Pending,2026-01-07
SKU-000895,Material1895,Raw Material,Umbrella,13.65,265,Backorder,2026-02-18
SKU-000896,Material1896,Component,Acme Corp,15.02,272,Active,2026-03-02
SKU-000897,Material1897,Packaging,Umbrella,16.39,279,Discontinued,2026-04-13
SKU-000898,Material1898,Fixture,Acme Corp,17.76,286,Pending,2026-05-24
SKU-000899,Material1899,Consumable,Umbrella,19.13,293,Backorder,2026-06-08
SKU-000900,Material1900,Raw Material,Acme Corp,20.50,300,Active,2026-01-19
SKU-000901,Material1901,Component,Umbrella,21.87,307,Discontinued,2026-02-03
SKU-000902,Material1902,Packaging,Acme Corp,23.24,314,Pending,2026-03-14
SKU-000903,Material1903,Fixture,Umbrella,24.61,321,Backorder,2026-04-25
SKU-000904,Material1904,Consumable,Acme Corp,25.98,328,Active,2026-05-09
SKU-000905,Material1905,Raw Material,Umbrella,27.35,335,Discontinued,2026-06-20
SKU-000906,Material1906,Component,Acme Corp,28.72,342,Pending,2026-01-04
SKU-000907,Material1907,Packaging,Umbrella,30.09,349,Backorder,2026-02-15
SKU-000908,Material1908,Fixture,Acme Corp,31.46,356,Active,2026-03-26
SKU-000909,Material1909,Consumable,Umbrella,32.83,363,Discontinued,2026-04-10
SKU-000910,Material1910,Raw Material,Acme Corp,34.20,370,Pending,2026-05-21
SKU-000911,Material1911,Component,Umbrella,35.57,377,Backorder,2026-06-05
SKU-000912,Material1912,Packaging,Acme Corp,36.94,384,Active,2026-01-16
SKU-000913,Material1913,Fixture,Umbrella,38.31,391,Discontinued,2026-02-27
SKU-000914,Material1914,Consumable,Acme Corp,39.68,398,Pending,2026-03-11
SKU-000915,Material1915,Raw Material,Umbrella,41.05,405,Backorder,2026-04-22
SKU-000916,Material1916,Component,Acme Corp,42.42,412,Active,2026-05-06
SKU-000917,Material1917,Packaging,Umbrella,43.79,419,Discontinued,2026-06-17
SKU-000918,Material1918,Fixture,Acme Corp,45.16,426,Pending,2026-01-01
SKU-000919,Material1919,Consumable,Umbrella,46.53,433,Backorder,2026-02-12
SKU-000920,Material1920,Raw Material,Acme Corp,47.90,440,Active,2026-03-23
SKU-000921,Material1921,Component,Umbrella,49.27,447,Discontinued,2026-04-07
SKU-000922,Material1922,Packaging,Acme Corp,50.64,454,Pending,2026-05-18
SKU-000923,Material1923,Fixture,Umbrella,52.01,461,Backorder,2026-06-02
SKU-000924,Material1924,Consumable,Acme Corp,53.38,468,Active,2026-01-13
SKU-000925,Material1925,Raw Material,Umbrella,54.75,475,Discontinued,2026-02-24
SKU-000926,Material1926,Component,Acme Corp,56.12,482,Pending,2026-03-08
SKU-000927,Material1927,Packaging,Umbrella,57.49,489,Backorder,2026-04-19
SKU-000928,Material1928,Fixture,Acme Corp,58.86,496,Active,2026-05-03
SKU-000929,Material1929,Consumable,Umbrella,11.33,503,Discontinued,2026-06-14
SKU-000930,Material1930,Raw Material,Acme Corp,12.70,510,Pending,2026-01-25
SKU-000931,Material1931,Component,Umbrella,14.07,517,Backorder,2026-02-09
SKU-000932,Material1932,Packaging,Acme Corp,15.44,524,Active,2026-03-20
SKU-000933,Material1933,Fixture,Umbrella,16.81,531,Discontinued,2026-04-04
SKU-000934,Material1934,Consumable,Acme Corp,18.18,538,Pending,2026-05-15
SKU-000935,Material1935,Raw Material,Umbrella,19.55,545,Backorder,2026-06-26
SKU-000936,Material1936,Component,Acme Corp,20.92,552,Active,2026-01-10
SKU-000937,Material1937,Packaging,Umbrella,22.29,559,Discontinued,2026-02-21
SKU-000938,Material1938,Fixture,Acme Corp,23.66,566,Pending,2026-03-05
SKU-000939,Material1939,Consumable,Umbrella,25.03,573,Backorder,2026-04-16
SKU-000940,Material1940,Raw Material,Acme Corp,26.40,580,Active,2026-05-27
SKU-000941,Material1941,Component,Umbrella,27.77,587,Discontinued,2026-06-11
SKU-000942,Material1942,Packaging,Acme Corp,29.14,594,Pending,2026-01-22
SKU-000943,Material1943,Fixture,Umbrella,30.51,601,Backorder,2026-02-06
SKU-000944,Material1944,Consumable,Acme Corp,31.88,608,Active,2026-03-17
SKU-000945,Material1945,Raw Material,Umbrella,33.25,615,Discontinued,2026-04-01
SKU-000946,Material1946,Component,Acme Corp,34.62,622,Pending,2026-05-12
SKU-000947,Material1947,Packaging,Umbrella,35.99,629,Backorder,2026-06-23
SKU-000948,Material1948,Fixture,Acme Corp,37.36,636,Active,2026-01-07
SKU-000949,Material1949,Consumable,Umbrella,38.73,643,Discontinued,2026-02-18
SKU-000950,Material1950,Raw Material,Acme Corp,40.10,650,Pending,2026-03-02
SKU-000951,Material1951,Component,Umbrella,41.47,657,Backorder,2026-04-13
SKU-000952,Material1952,Packaging,Acme Corp,42.84,664,Active,2026-05-24
SKU-000953,Material1953,Fixture,Umbrella,44.21,671,Discontinued,2026-06-08
SKU-000954,Material1954,Consumable,Acme Corp,45.58,678,Pending,2026-01-19
SKU-000955,Material1955,Raw Material,Umbrella,46.95,685,Backorder,2026-02-03
SKU-000956,Material1956,Component,Acme Corp,48.32,692,Active,2026-03-14
SKU-000957,Material1957,Packaging,Umbrella,49.69,699,Discontinued,2026-04-25
SKU-000958,Material1958,Fixture,Acme Corp,51.06,706,Pending,2026-05-09
SKU-000959,Material1959,Consumable,Umbrella,52.43,713,Backorder,2026-06-20
SKU-000960,Material1960,Raw Material,Acme Corp,53.80,720,Active,2026-01-04
SKU-000961,Material1961,Component,Umbrella,55.17,727,Discontinued,2026-02-15
SKU-000962,Material1962,Packaging,Acme Corp,56.54,734,Pending,2026-03-26
SKU-000963,Material1963,Fixture,Umbrella,57.91,741,Backorder,2026-04-10
SKU-000964,Material1964,Consumable,Acme Corp,10.38,748,Active,2026-05-21
SKU-000965,Material1965,Raw Material,Umbrella,11.75,755,Discontinued,2026-06-05
SKU-000966,Material1966,Component,Acme Corp,13.12,762,Pending,2026-01-16
SKU-000967,Material1967,Packaging,Umbrella,14.49,769,Backorder,2026-02-27
SKU-000968,Material1968,Fixture,Acme Corp,15.86,776,Active,2026-03-11
SKU-000969,Material1969,Consumable,Umbrella,17.23,783,Discontinued,2026-04-22
SKU-000970,Material1970,Raw Material,Acme Corp,18.60,790,Pending,2026-05-06
SKU-000971,Material1971,Component,Umbrella,19.97,797,Backorder,2026-06-17
SKU-000972,Material1972,Packaging,Acme Corp,21.34,804,Active,2026-01-01
SKU-000973,Material1973,Fixture,Umbrella,22.71,811,Discontinued,2026-02-12
SKU-000974,Material1974,Consumable,Acme Corp,24.08,818,Pending,2026-03-23
SKU-000975,Material1975,Raw Material,Umbrella,25.45,825,Backorder,2026-04-07
SKU-000976,Material1976,Component,Acme Corp,26.82,832,Active,2026-05-18
SKU-000977,Material1977,Packaging,Umbrella,28.19,839,Discontinued,2026-06-02
SKU-000978,Material1978,Fixture,Acme Corp,29.56,846,Pending,2026-01-13
SKU-000979,Material1979,Consumable,Umbrella,30.93,853,Backorder,2026-02-24
SKU-000980,Material1980,Raw Material,Acme Corp,32.30,860,Active,2026-03-08
SKU-000981,Material1981,Component,Umbrella,33.67,867,Discontinued,2026-04-19
SKU-000982,Material1982,Packaging,Acme Corp,35.04,874,Pending,2026-05-03
SKU-000983,Material1983,Fixture,Umbrella,36.41,881,Backorder,2026-06-14
SKU-000984,Material1984,Consumable,Acme Corp,37.78,888,Active,2026-01-25
SKU-000985,Material1985,Raw Material,Umbrella,39.15,895,Discontinued,2026-02-09
SKU-000986,Material1986,Component,Acme Corp,40.52,902,Pending,2026-03-20
SKU-000987,Material1987,Packaging,Umbrella,41.89,909,Backorder,2026-04-04
SKU-000988,Material1988,Fixture,Acme Corp,43.26,916,Active,2026-05-15
SKU-000989,Material1989,Consumable,Umbrella,44.63,923,Discontinued,2026-06-26
SKU-000990,Material1990,Raw Material,Acme Corp,46.00,930,Pending,2026-01-10
SKU-000991,Material1991,Component,Umbrella,47.37,937,Backorder,2026-02-21
SKU-000992,Material1992,Packaging,Acme Corp,48.74,944,Active,2026-03-05
SKU-000993,Material1993,Fixture,Umbrella,50.11,951,Discontinued,2026-04-16
SKU-000994,Material1994,Consumable,Acme Corp,51.48,958,Pending,2026-05-27
SKU-000995,Material1995,Raw Material,Umbrella,52.85,965,Backorder,2026-06-11
SKU-000996,Material1996,Component,Acme Corp,54.22,972,Active,2026-01-22
SKU-000997,Material1997,Packaging,Umbrella,55.59,979,Discontinued,2026-02-06
SKU-000998,Material1998,Fixture,Acme Corp,56.96,986,Pending,2026-03-17
SKU-000999,Material1999,Consumable,Umbrella,58.33,993,Backorder,2026-04-01
SKU-001000,Material2000,Raw Material,Acme Corp,10.80,1000,Active,2026-05-12
SKU-001001,Material2001,Component,Umbrella,12.17,1007,Discontinued,2026-06-23
SKU-001002,Material2002,Packaging,Acme Corp,13.54,1014,Pending,2026-01-07
SKU-001003,Material2003,Fixture,Umbrella,14.91,1021,Backorder,2026-02-18
SKU-001004,Material2004,Consumable,Acme Corp,16.28,1028,Active,2026-03-02
SKU-001005,Material2005,Raw Material,Umbrella,17.65,1035,Discontinued,2026-04-13
SKU-001006,Material2006,Component,Acme Corp,19.02,1042,Pending,2026-05-24
SKU-001007,Material2007,Packaging,Umbrella,20.39,1049,Backorder,2026-06-08
SKU-001008,Material2008,Fixture,Acme Corp,21.76,1056,Active,2026-01-19
SKU-001009,Material2009,Consumable,Umbrella,23.13,1063,Discontinued,2026-02-03
SKU-001010,Material2010,Raw Material,Acme Corp,24.50,1070,Pending,2026-03-14
SKU-001011,Material2011,Component,Umbrella,25.87,1077,Backorder,2026-04-25
SKU-001012,Material2012,Packaging,Acme Corp,27.24,1084,Active,2026-05-09
SKU-001013,Material2013,Fixture,Umbrella,28.61,1091,Discontinued,2026-06-20
SKU-001014,Material2014,Consumable,Acme Corp,29.98,1098,Pending,2026-01-04
SKU-001015,Material2015,Raw Material,Umbrella,31.35,1105,Backorder,2026-02-15
SKU-001016,Material2016,Component,Acme Corp,32.72,1112,Active,2026-03-26
SKU-001017,Material2017,Packaging,Umbrella,34.09,1119,Discontinued,2026-04-10
SKU-001018,Material2018,Fixture,Acme Corp,35.46,1126,Pending,2026-05-21
SKU-001019,Material2019,Consumable,Umbrella,36.83,1133,Backorder,2026-06-05
SKU-001020,Material2020,Raw Material,Acme Corp,38.20,1140,Active,2026-01-16
SKU-001021,Material2021,Component,Umbrella,39.57,1147,Discontinued,2026-02-27
SKU-001022,Material2022,Packaging,Acme Corp,40.94,1154,Pending,2026-03-11
SKU-001023,Material2023,Fixture,Umbrella,42.31,1161,Backorder,2026-04-22
SKU-001024,Material2024,Consumable,Acme Corp,43.68,1168,Active,2026-05-06
SKU-001025,Material2025,Raw Material,Umbrella,45.05,1175,Discontinued,2026-06-17
SKU-001026,Material2026,Component,Acme Corp,46.42,1182,Pending,2026-01-01
SKU-001027,Material2027,Packaging,Umbrella,47.79,1189,Backorder,2026-02-12
SKU-001028,Material2028,Fixture,Acme Corp,49.16,1196,Active,2026-03-23
SKU-001029,Material2029,Consumable,Umbrella,50.53,1203,Discontinued,2026-04-07
SKU-001030,Material2030,Raw Material,Acme Corp,51.90,1210,Pending,2026-05-18
SKU-001031,Material2031,Component,Umbrella,53.27,1217,Backorder,2026-06-02
SKU-001032,Material2032,Packaging,Acme Corp,54.64,1224,Active,2026-01-13
SKU-001033,Material2033,Fixture,Umbrella,56.01,1231,Discontinued,2026-02-24
SKU-001034,Material2034,Consumable,Acme Corp,57.38,1238,Pending,2026-03-08
SKU-001035,Material2035,Raw Material,Umbrella,58.75,1245,Backorder,2026-04-19
SKU-001036,Material2036,Component,Acme Corp,11.22,1252,Active,2026-05-03
SKU-001037,Material2037,Packaging,Umbrella,12.59,1259,Discontinued,2026-06-14
SKU-001038,Material2038,Fixture,Acme Corp,13.96,1266,Pending,2026-01-25
SKU-001039,Material2039,Consumable,Umbrella,15.33,1273,Backorder,2026-02-09
SKU-001040,Material2040,Raw Material,Acme Corp,16.70,1280,Active,2026-03-20
SKU-001041,Material2041,Component,Umbrella,18.07,1287,Discontinued,2026-04-04
SKU-001042,Material2042,Packaging,Acme Corp,19.44,1294,Pending,2026-05-15
